date_hour,lat,long,signal,network,operator,status,description,net,speed,satellites,precission,provider,activity,downloadSpeed,uploadSpeed,postal_code,town_name,position_geom,SHAPE
2017-12-10 15:20:40,41.37048,2.08471,17,orange,Orange,2,STATE_EMERGENCY_ONLY,3G,4.4,4.0,13.0,gps,ON_FOOT,0.0,0.0,80771.0,Esplugues de Llobregat,POINT(2.08471 41.37048),"{'spatialReference': {'wkid': 4326}, 'x': 2.08471, 'y': 41.37048}"
2017-12-10 20:06:31,41.3773,2.08585,26,orange,Orange,2,STATE_EMERGENCY_ONLY,3G,2.2,4.0,5.0,gps,ON_FOOT,0.0,0.0,80771.0,Esplugues de Llobregat,POINT(2.08585 41.3773),"{'spatialReference': {'wkid': 4326}, 'x': 2.08585, 'y': 41.3773}"
2017-12-10 19:46:25,41.38314,2.08155,17,orange,Orange,2,STATE_EMERGENCY_ONLY,3G,3.2,9.0,14.0,gps,ON_FOOT,0.0,0.0,82212.0,Sant Just Desvern,POINT(2.08155 41.38314),"{'spatialReference': {'wkid': 4326}, 'x': 2.08155, 'y': 41.38314}"
2017-12-10 19:48:28,41.3828,2.08274,29,orange,Orange,2,STATE_EMERGENCY_ONLY,3G,3.1,14.0,7.0,gps,ON_FOOT,0.0,0.0,82212.0,Sant Just Desvern,POINT(2.08274 41.3828),"{'spatialReference': {'wkid': 4326}, 'x': 2.08274, 'y': 41.3828}"
2017-12-10 19:40:36,41.38363,2.07759,10,orange,Orange,2,STATE_EMERGENCY_ONLY,3G,3.3,8.0,14.0,gps,ON_FOOT,0.0,0.0,82212.0,Sant Just Desvern,POINT(2.07759 41.38363),"{'spatialReference': {'wkid': 4326}, 'x': 2.07759, 'y': 41.38363}"
2017-12-10 14:03:04,41.11735,1.25557,11,orange,Orange,2,STATE_EMERGENCY_ONLY,3G,0.5,4.0,8.0,gps,ON_FOOT,0.0,0.0,431482.0,Tarragona,POINT(1.25557 41.11735),"{'spatialReference': {'wkid': 4326}, 'x': 1.25557, 'y': 41.11735}"
2017-12-10 16:31:11,41.11811,1.25524,21,orange,Orange,2,STATE_EMERGENCY_ONLY,3G,9.4,5.0,6.0,gps,ON_FOOT,0.0,0.0,431482.0,Tarragona,POINT(1.25524 41.11811),"{'spatialReference': {'wkid': 4326}, 'x': 1.25524, 'y': 41.11811}"
2017-12-10 19:57:52,42.1732,2.47702,13,orange,PARLEM,2,STATE_EMERGENCY_ONLY,3G,4.0,12.0,4.0,gps,ON_FOOT,0.0,0.0,171143.0,Olot,POINT(2.47702 42.1732),"{'spatialReference': {'wkid': 4326}, 'x': 2.47702, 'y': 42.1732}"
2017-12-10 11:28:20,41.08157,1.10068,15,jazztel,JAZZTEL,2,STATE_EMERGENCY_ONLY,3G,2.9,17.0,3.0,gps,ON_FOOT,0.0,0.0,430385.0,Cambrils,POINT(1.10068 41.08157),"{'spatialReference': {'wkid': 4326}, 'x': 1.10068, 'y': 41.08157}"
2017-12-10 11:53:20,41.07471,1.08762,19,jazztel,JAZZTEL,2,STATE_EMERGENCY_ONLY,3G,4.4,14.0,3.0,gps,ON_FOOT,0.0,0.0,430385.0,Cambrils,POINT(1.08762 41.07471),"{'spatialReference': {'wkid': 4326}, 'x': 1.08762, 'y': 41.07471}"
2017-12-10 05:20:40,41.68135,2.48971,13,movistar,Movistar,2,STATE_EMERGENCY_ONLY,3G,0.0,8.0,8.0,gps,ON_FOOT,0.0,0.0,82021.0,Sant Celoni,POINT(2.48971 41.68135),"{'spatialReference': {'wkid': 4326}, 'x': 2.48971, 'y': 41.68135}"
2017-12-10 03:09:25,41.68159,2.48898,20,movistar,Movistar,2,STATE_EMERGENCY_ONLY,3G,0.1,7.0,16.0,gps,ON_FOOT,0.0,0.0,82021.0,Sant Celoni,POINT(2.48898 41.68159),"{'spatialReference': {'wkid': 4326}, 'x': 2.48898, 'y': 41.68159}"
2017-12-10 13:33:22,41.69001,2.37238,8,movistar,Movistar,2,STATE_EMERGENCY_ONLY,3G,3.1,6.0,28.0,gps,ON_FOOT,0.0,0.0,82346.0,Sant Pere de Vilamajor,POINT(2.37238 41.69001),"{'spatialReference': {'wkid': 4326}, 'x': 2.37238, 'y': 41.69001}"
2017-12-10 12:35:10,41.57197,1.13514,4,movistar,Movistar,2,STATE_EMERGENCY_ONLY,3G,19.2,16.0,15.0,gps,ON_FOOT,0.0,0.0,250740.0,Ciutadilla,POINT(1.13514 41.57197),"{'spatialReference': {'wkid': 4326}, 'x': 1.13514, 'y': 41.57197}"
2017-12-10 12:34:53,41.57276,1.13523,7,movistar,Movistar,2,STATE_EMERGENCY_ONLY,3G,0.4,14.0,16.0,gps,ON_FOOT,0.0,0.0,250740.0,Ciutadilla,POINT(1.13523 41.57276),"{'spatialReference': {'wkid': 4326}, 'x': 1.13523, 'y': 41.57276}"
2017-12-10 16:38:24,41.64511,1.14088,19,movistar,movistar,2,STATE_EMERGENCY_ONLY,3G,4.7,5.0,8.0,gps,ON_FOOT,0.0,0.0,252173.0,Tàrrega,POINT(1.14088 41.64511),"{'spatialReference': {'wkid': 4326}, 'x': 1.14088, 'y': 41.64511}"
2017-12-10 16:09:45,41.11806,1.25677,15,orange,Orange,2,STATE_EMERGENCY_ONLY,3G,16.4,5.0,9.0,gps,UNKNOWN,0.0,0.0,431482.0,Tarragona,POINT(1.25677 41.11806),"{'spatialReference': {'wkid': 4326}, 'x': 1.25677, 'y': 41.11806}"
2017-12-10 16:24:21,41.11822,1.25764,21,orange,Orange,2,STATE_EMERGENCY_ONLY,3G,2.3,5.0,8.0,gps,UNKNOWN,0.0,0.0,431482.0,Tarragona,POINT(1.25764 41.11822),"{'spatialReference': {'wkid': 4326}, 'x': 1.25764, 'y': 41.11822}"
